Version,CommitId,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,CountDeclFileCode,CountDeclFileHeader,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethodConst,CountDeclMethodFriend,CountLineInactive,CountLinePreprocessor,CountStmtEmpty,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AMReporter.java",11,0,11,0,2,,,,,9,0,1,32,,32,32,29,32,,8,0,3,21,,476,56,380,146,197,40,,186,250,129,143,,8,,4,,,"0,11",58,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"ASTBuilder.java",13,0,12,0,4,,,,,1,14,0,18,,18,4,1,18,,18,0,0,0,,300,30,245,59,173,25,,122,151,55,110,,42,,2,,,"0,10",65,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"ASTConverter.java",17,1,14,2,3,,,,,7,2,2,34,,34,32,24,34,,9,8,2,15,,733,98,555,219,329,80,,294,432,220,279,,14,,4,,,"0,14",117,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"ASTErrorNode.java",2,0,2,0,1,,,,,1,0,1,5,,5,5,1,5,,0,0,0,5,,49,8,21,18,6,20,,12,18,13,5,,1,,0,,,"0,95",5,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"ASTNode.java",10,1,8,1,2,,,,,1,0,1,26,,26,26,7,26,,0,8,0,18,,350,53,240,75,133,57,,123,178,67,129,,11,,4,,,"0,24",58,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"ASTNodeOrigin.java",7,0,4,3,1,,,,,1,0,0,6,,6,6,5,6,,0,0,0,6,,95,9,31,14,10,55,,16,23,13,10,,1,,0,,,"1,77",6,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"ATSHook.java",15,1,14,2,1,,,,,7,0,6,15,,7,15,13,15,,3,0,0,12,,227,27,178,68,118,37,,109,128,62,89,,8,,2,,,"0,21",19,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbortDroneException.java",3,0,3,0,1,,,,,1,0,1,2,,2,2,0,2,,0,0,0,2,,29,1,10,5,3,18,,4,7,5,2,,1,,0,,,"1,80",2,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbortTxnRequest.java",7,0,6,1,2,,,,,6,3,6,38,,36,35,5,38,,1,2,0,35,,387,64,297,104,144,29,,139,207,91,124,,5,,3,,,"0,10",61,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractBucketJoinProc.java",38,3,32,3,7,,,,,1,2,0,11,,12,10,1,12,,0,4,3,5,,515,52,395,155,236,69,,193,282,137,205,,26,,6,,,"0,17",75,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractCommandHandler.java",7,0,7,0,2,,,,,1,0,0,8,,8,8,6,8,,0,0,0,8,,110,18,67,30,26,25,,31,46,24,24,,5,,2,,,"0,37",13,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractCorrelationProcCtx.java",4,0,4,0,1,,,,,1,0,0,8,,8,8,5,8,,0,0,0,8,,80,14,44,23,12,22,,26,35,23,12,,1,,0,,,"0,50",8,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractDeserializer.java",0,0,0,0,0,,,,,1,0,0,0,,4,4,0,4,,0,0,0,4,,68,8,11,10,0,49,,9,10,10,0,,0,,0,,,"4,45",0,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractEncodingAwareSerDe.java",8,0,8,0,2,,,,,1,0,1,3,,7,7,1,7,,0,0,4,3,,87,12,43,27,11,32,,23,30,21,11,,2,,1,,,"0,74",6,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractExpression.java",8,0,8,0,2,,,,,1,0,1,11,,12,12,2,12,,0,0,10,2,,150,16,121,59,56,13,,82,105,58,63,,3,,2,,,"0,11",22,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractFileMergeOperator.java",20,1,16,4,3,,,,,1,0,2,10,,10,10,16,10,,0,2,4,4,,279,21,195,66,115,63,,105,137,59,91,,8,,5,,,"0,32",30,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractFilterStringColLikeStringScalar.java",12,1,11,1,3,,,,,9,0,1,23,,26,26,14,26,,7,1,1,17,,429,56,296,86,156,77,,139,217,92,127,,24,,5,,,"0,26",68,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractGenericUDAFResolver.java",9,1,8,0,2,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,56,6,23,12,6,27,,6,10,6,4,,2,,1,,,"1,17",3,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractGenericUDFEWAHBitmapBop.java",15,1,13,0,2,,,,,1,0,0,6,,7,7,3,7,,1,0,3,3,,146,19,106,49,58,21,,59,75,46,43,,4,,1,,,"0,20",14,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractGenericUDFReflect.java",15,0,14,1,3,,,,,1,0,0,4,,5,5,4,5,,3,0,1,1,,108,11,71,25,37,26,,40,54,27,29,,6,,3,,,"0,37",13,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractHBaseKeyFactory.java",5,0,5,0,1,,,,,1,0,0,3,,3,3,3,3,,0,0,0,3,,53,8,28,19,5,17,,17,21,16,5,,1,,0,,,"0,61",3,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractHBaseKeyPredicateDecomposer.java",16,2,12,3,2,,,,,1,0,1,2,,3,3,0,3,,0,0,2,1,,80,10,38,19,18,32,,25,30,18,16,,3,,2,,,"0,84",4,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractHiveAuthorizer.java",8,0,4,4,1,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,41,4,7,4,1,30,,2,4,3,1,,1,,0,,,"4,29",1,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractHiveService.java",6,0,4,2,1,,,,,1,0,0,17,,17,17,6,17,,0,0,3,14,,159,22,78,30,30,59,,36,58,31,28,,2,,1,,,"0,76",20,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractIndexHandler.java",6,0,6,0,2,,,,,1,1,0,3,,3,2,0,3,,0,0,0,3,,58,7,28,14,9,23,,17,23,14,10,,3,,2,,,"0,82",5,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractJoinTaskDispatcher.java",26,1,21,4,5,,,,,1,0,0,5,,6,6,1,6,,0,0,2,4,,186,14,129,51,68,43,,63,97,49,60,,7,,5,,,"0,33",25,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractMapJoinOperator.java",9,1,8,0,1,,,,,1,0,1,7,,7,7,5,7,,0,0,3,4,,120,20,75,40,33,26,,42,54,33,25,,3,,1,,,"0,35",10,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractMapJoinTableContainer.java",4,0,4,0,1,,,,,1,1,2,4,,4,3,1,4,,0,0,3,1,,51,8,25,14,9,18,,14,19,13,7,,1,,0,,,"0,72",4,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractOperatorDesc.java",4,0,4,0,1,,,,,1,0,0,12,,12,12,5,12,,0,0,0,12,,92,18,57,32,14,17,,21,34,22,12,,1,,0,,,"0,30",12,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractOutputFormat.java",12,1,11,0,2,,,,,1,0,0,1,,4,4,0,4,,3,0,0,1,,50,8,17,8,8,25,,11,14,8,7,,2,,1,,,"1,47",2,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractParquetMapInspector.java",10,1,9,0,3,,,,,1,0,0,13,,13,13,2,13,,0,0,0,13,,173,26,134,48,68,13,,57,90,37,58,,10,,2,,,"0,10",33,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractPrimitiveJavaObjectInspector.java",4,0,4,0,1,,,,,1,0,0,5,,5,5,0,5,,0,0,2,3,,49,6,23,12,5,20,,7,13,8,5,,1,,0,,,"0,87",5,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractPrimitiveLazyObjectInspector.java",4,0,4,0,1,,,,,1,0,0,4,,4,4,0,4,,0,0,2,2,,48,6,22,13,4,20,,9,14,10,4,,2,,0,,,"0,91",5,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractPrimitiveObjectInspector.java",7,0,4,3,1,,,,,1,0,0,10,,10,10,1,10,,0,0,2,8,,107,13,46,25,10,48,,15,26,16,10,,1,,0,,,"1,04",10,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractPrimitiveWritableObjectInspector.java",4,0,4,0,1,,,,,1,0,0,4,,4,4,0,4,,0,0,2,2,,46,6,20,11,4,20,,6,11,7,4,,1,,0,,,"1,00",4,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractRecordWriter.java",13,0,12,1,3,,,,,1,1,1,13,,18,17,12,18,,1,5,6,6,,273,31,200,82,101,43,,110,142,77,77,,8,,2,,,"0,21",34,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractRowContainer.java",0,0,0,0,0,,,,,2,0,0,0,,8,8,0,8,,0,0,0,8,,59,10,14,12,0,35,,10,12,12,0,,0,,0,,,"2,50",0,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractSMBJoinProc.java",41,4,27,10,4,,,,,1,0,0,11,,12,12,0,12,,0,2,7,3,,537,61,335,134,201,141,,175,227,109,163,,12,,3,,,"0,42",49,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractSSHCommand.java",3,0,3,0,1,,,,,1,0,0,11,,11,11,7,11,,0,0,0,11,,70,4,48,22,15,18,,23,35,21,14,,1,,0,,,"0,38",11,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractSSHResult.java",5,0,5,0,1,,,,,1,0,0,7,,7,7,6,7,,0,0,0,7,,62,2,42,22,12,18,,19,27,15,12,,1,,0,,,"0,43",7,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractSemanticAnalyzerHook.java",4,0,4,0,1,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,37,6,14,10,1,17,,5,8,7,1,,1,,0,,,"1,21",2,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractSerDe.java",11,0,4,8,1,,,,,1,0,0,3,,9,9,1,9,,0,0,0,9,,127,15,30,22,4,83,,17,21,18,3,,2,,0,,,"2,77",4,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractSerializer.java",0,0,0,0,0,,,,,1,0,0,0,,4,4,0,4,,0,0,0,4,,65,8,12,11,0,45,,9,10,10,0,,0,,0,,,"3,75",0,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractService.java",9,0,5,4,1,,,,,1,0,1,12,,12,12,5,12,,0,2,0,10,,184,22,76,35,29,86,,34,50,26,26,,2,,1,,,"1,13",14,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractStorageFormatDescriptor.java",4,0,4,0,1,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,28,4,7,4,1,17,,2,4,3,1,,1,,0,,,"2,43",1,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractTestAuthorizationApiAuthorizer.java",9,0,8,1,1,,,,,11,1,3,20,,21,20,0,21,,0,1,1,19,,211,23,153,63,76,36,,69,95,54,52,,4,,2,,,"0,24",24,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractTestGenericUDFOPNumeric.java",12,1,9,2,1,,,,,1,0,0,2,,2,2,0,2,,0,0,1,1,,56,6,30,22,11,20,,19,22,19,8,,1,,0,,,"0,67",2,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractTestParquetDirect.java",7,0,6,0,1,,,,,3,7,2,13,,14,7,5,14,,0,1,0,13,,173,27,128,75,50,19,,76,95,65,42,,3,,2,,,"0,15",16,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractTestPhase.java",10,0,9,0,1,,,,,1,3,12,6,,6,3,17,6,,2,1,2,1,,139,12,108,60,55,19,,81,89,59,33,,2,,1,,,"0,18",7,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AbstractVectorDesc.java",4,0,4,0,1,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,27,3,7,4,1,17,,2,4,3,1,,1,,0,,,"2,43",1,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AccumuloCompositeRowId.java",13,3,7,3,1,,,,,1,0,0,3,,3,3,0,3,,0,0,0,3,,95,15,32,20,12,48,,23,28,20,13,,2,,1,,,"1,50",4,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AccumuloConnectionParameters.java",9,1,7,2,2,,,,,1,0,9,17,,17,17,2,17,,3,0,0,14,,230,39,142,56,78,49,,75,105,56,61,,4,,2,,,"0,35",29,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AccumuloHiveConstants.java",0,0,0,0,0,,,,,1,0,11,0,,0,0,0,0,,0,0,0,0,,42,7,14,13,10,21,,9,10,10,5,,0,,0,,,"1,50",0,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AccumuloHiveRow.java",8,0,8,0,2,,,,,2,0,0,21,,21,21,5,21,,0,0,0,21,,247,36,185,63,97,26,,93,143,62,93,,10,,3,,,"0,14",44,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AccumuloPredicateHandler.java",19,2,13,5,3,,,,,1,1,6,16,,16,15,0,16,,0,2,1,13,,426,50,277,128,161,99,,168,213,118,132,,7,,2,,,"0,36",46,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AccumuloQTestUtil.java",6,1,5,1,1,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,38,4,13,7,3,21,,5,8,5,3,,1,,0,,,"1,62",2,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AccumuloRangeGenerator.java",29,3,22,6,6,,,,,1,0,1,9,,9,9,3,9,,0,0,7,2,,338,36,237,75,140,75,,119,179,75,113,,14,,6,,,"0,32",54,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AccumuloRowIdFactory.java",0,0,0,0,0,,,,,1,0,0,0,,5,5,0,5,,0,0,0,5,,67,8,19,18,0,40,,15,16,16,0,,0,,0,,,"2,11",0,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AccumuloRowSerializer.java",28,3,19,6,4,,,,,1,0,1,11,,11,11,6,11,,0,0,9,2,,381,45,247,92,152,89,,141,180,85,120,,15,,4,,,"0,36",39,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AccumuloSerDe.java",8,1,7,0,1,,,,,1,0,1,11,,11,11,4,11,,0,0,2,9,,157,26,108,53,48,23,,58,75,49,35,,3,,2,,,"0,21",16,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AccumuloSerDeParameters.java",9,1,6,1,2,,,,,1,2,10,23,,23,21,5,23,,0,0,3,20,,292,54,185,82,93,53,,102,141,79,81,,4,,2,,,"0,29",38,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AccumuloStorageHandler.java",15,1,12,1,3,,,,,1,0,2,21,,21,21,4,21,,0,0,3,18,,408,54,305,125,154,49,,142,196,100,121,,9,,4,,,"0,16",57,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AccumuloTestSetup.java",19,2,16,0,2,,,,,1,0,2,4,,4,4,1,4,,0,0,3,1,,127,18,89,47,52,20,,68,78,46,38,,3,,2,,,"0,22",8,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AcidCompactionHistoryService.java",5,0,5,0,1,,,,,2,0,1,6,,6,6,2,6,,0,1,3,2,,75,7,48,27,14,20,,23,32,22,13,,2,,1,,,"0,42",7,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AcidHouseKeeperService.java",5,0,5,0,1,,,,,2,0,1,6,,6,6,2,6,,0,1,3,2,,75,6,48,27,14,21,,23,32,22,13,,2,,1,,,"0,44",7,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AcidInputFormat.java",6,0,5,1,1,,,,,6,0,0,11,,17,17,5,17,,6,0,0,11,,242,16,101,57,25,125,,51,72,47,26,,2,,1,,,"1,24",14,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AcidOutputFormat.java",6,0,4,3,1,,,,,2,0,0,31,,33,33,15,33,,2,0,0,31,,305,33,153,64,58,120,,76,112,61,51,,3,,1,,,"0,78",34,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AcidTable.java",6,0,4,2,1,,,,,1,0,1,13,,13,13,6,13,,3,0,0,10,,129,20,64,26,23,45,,29,45,25,20,,3,,1,,,"0,70",17,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AcidTableSerializer.java",34,3,30,1,4,,,,,1,2,2,2,,2,0,0,2,,0,0,0,2,,117,13,80,35,51,24,,56,66,35,42,,4,,3,,,"0,30",8,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AcidUtils.java",13,0,10,3,2,,,,,12,24,20,46,,48,26,11,50,,7,4,0,39,,745,60,508,172,300,178,,218,336,165,221,,14,,3,,,"0,35",105,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AddDynamicPartitions.java",10,0,9,1,3,,,,,6,3,9,56,,54,53,11,56,,1,2,0,53,,739,97,613,148,363,41,,292,430,133,320,,14,,4,,,"0,07",146,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AddIndexEvent.java",4,0,4,0,1,,,,,1,0,0,2,,2,2,1,2,,0,0,0,2,,36,6,13,7,3,17,,7,10,7,3,,1,,0,,,"1,31",2,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AddPartitionDesc.java",5,0,4,1,1,,,,,2,0,1,41,,41,41,16,41,,2,1,0,38,,305,48,188,79,77,69,,86,138,74,66,,4,,2,,,"0,37",48,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AddPartitionEvent.java",7,0,5,2,1,,,,,1,0,0,5,,5,5,3,5,,0,0,0,5,,78,13,38,17,14,27,,23,30,17,13,,3,,1,,,"0,71",7,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AddPartitionMessage.java",6,0,6,0,2,,,,,1,0,0,2,,4,4,0,4,,0,0,1,3,,54,7,18,9,6,29,,9,14,8,6,,3,,1,,,"1,61",4,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AddPartitionReplicationTask.java",17,1,16,1,1,,,,,3,0,0,6,,6,6,1,6,,0,0,0,6,,111,14,78,23,49,20,,30,39,25,16,,2,,1,,,"0,26",8,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AddPartitionsRequest.java",11,1,10,1,3,,,,,6,3,12,61,,59,58,13,61,,1,2,0,58,,849,108,711,163,437,45,,344,504,148,385,,17,,4,,,"0,06",172,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AddPartitionsResult.java",8,0,7,0,2,,,,,6,3,6,40,,38,37,4,40,,1,2,0,37,,447,65,357,111,174,28,,159,246,104,158,,6,,4,,,"0,08",79,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AddResourceProcessor.java",14,1,13,0,2,,,,,2,0,2,3,,3,3,0,3,,0,0,0,3,,82,10,50,24,25,22,,25,32,21,16,,4,,1,,,"0,44",6,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"Address.java",7,0,5,2,2,,,,,2,4,1,55,,55,51,14,55,,0,3,0,52,,465,54,310,79,164,101,,168,242,74,170,,9,,1,,,"0,33",91,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"Adjacency.java",10,0,9,1,3,,,,,6,3,7,51,,49,48,8,51,,1,2,0,48,,664,84,541,136,305,48,,245,373,123,274,,11,,4,,,"0,09",131,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AdjacencyType.java",5,0,3,1,1,,,,,1,1,0,5,,3,4,3,5,,0,1,0,4,,45,7,25,11,9,13,,11,15,9,6,,3,,1,,,"0,52",5,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AdminAuthorizedServlet.java",10,0,8,2,2,,,,,1,0,1,1,,1,1,0,1,,0,0,1,0,,45,6,17,11,4,22,,8,11,9,2,,2,,1,,,"1,29",2,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AggrStats.java",9,0,8,1,2,,,,,6,3,7,46,,44,43,7,46,,1,2,0,43,,542,77,438,124,235,33,,207,307,114,208,,8,,4,,,"0,08",97,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AggrStatsInvalidatorFilter.java",14,0,12,2,3,,,,,1,1,1,5,,5,4,4,5,,1,0,0,4,,121,8,79,31,38,34,,34,49,27,24,,8,,5,,,"0,43",13,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AggregateDefinition.java",4,0,4,0,1,,,,,1,0,0,5,,5,5,4,5,,5,0,0,0,,51,6,28,14,8,17,,15,21,13,8,,1,,0,,,"0,61",5,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AggregateIndexHandler.java",36,3,32,0,5,,,,,1,0,0,3,,3,3,0,3,,0,1,1,1,,158,18,118,56,71,22,,82,98,50,71,,8,,4,,,"0,19",15,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AggregateStatsCache.java",18,0,15,3,3,,,,,6,1,2,27,,27,26,30,27,,5,5,0,17,,573,37,414,144,247,122,,219,296,133,200,,12,,6,,,"0,29",70,,,,,,,,,,,0,0,"0,00","0,00"
release-2.0.0,f90366404453ad9a42ed389f89dc7a23ccaa863c,"AggregationDesc.java",5,0,5,0,1,,,,,1,0,1,17,,17,17,7,17,,0,0,0,17,,158,25,110,40,48,23,,50,76,37,40,,4,,2,,,"0,21",24,,,,,,,,,,,0,0,"0,00","0,00"
