Issue Key,File
HIVE-21033,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/TestHCatLoaderEncryption.java
HIVE-21033,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/history/TestHiveHistory.java
HIVE-21033,itests/hive-unit/src/test/java/org/apache/hive/jdbc/authorization/TestCLIAuthzSessionContext.java
HIVE-21033,itests/util/src/main/java/org/apache/hadoop/hive/ql/QTestUtil.java
HIVE-21033,ql/src/java/org/apache/hadoop/hive/ql/session/SessionState.java
HIVE-21033,ql/src/test/org/apache/hadoop/hive/ql/processors/TestSetProcessor.java
HIVE-21033,service/src/java/org/apache/hive/service/cli/operation/HiveCommandOperation.java
HIVE-21033,service/src/java/org/apache/hive/service/cli/operation/SQLOperation.java
HIVE-12734,hcatalog/core/src/main/java/org/apache/hive/hcatalog/common/HCatUtil.java
HIVE-12767,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java
HIVE-12767,itests/hive-jmh/src/main/java/org/apache/hive/benchmark/storage/ColumnarStorageBench.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/MapredParquetOutputFormat.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/ParquetRecordReaderBase.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/convert/ETypeConverter.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/read/DataWritableReadSupport.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/read/ParquetRecordReaderWrapper.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/serde/ParquetHiveSerDe.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/serde/ParquetTableUtils.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/timestamp/NanoTimeUtils.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/vector/VectorizedParquetRecordReader.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/vector/VectorizedPrimitiveColumnReader.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/write/DataWritableWriteSupport.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/write/DataWritableWriter.java
HIVE-12767,ql/src/test/org/apache/hadoop/hive/ql/io/parquet/TestDataWritableWriter.java
HIVE-12767,ql/src/test/org/apache/hadoop/hive/ql/io/parquet/TestVectorizedColumnReader.java
HIVE-12767,ql/src/test/org/apache/hadoop/hive/ql/io/parquet/VectorizedColumnReaderTestBase.java
HIVE-12767,ql/src/test/org/apache/hadoop/hive/ql/io/parquet/convert/TestETypeConverter.java
HIVE-12767,ql/src/test/org/apache/hadoop/hive/ql/io/parquet/serde/TestParquetTimestampUtils.java
HIVE-12767,ql/src/test/org/apache/hadoop/hive/ql/io/parquet/timestamp/TestNanoTimeUtils.java
HIVE-12767,ql/src/test/org/apache/hadoop/hive/ql/io/parquet/timestamp/TestParquetTimestampConverter.java
HIVE-12767,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/MapredParquetOutputFormat.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/ParquetRecordReaderBase.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/timestamp/NanoTimeUtils.java
HIVE-12767,ql/src/test/org/apache/hadoop/hive/ql/io/parquet/timestamp/TestNanoTimeUtils.java
HIVE-16654,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java
HIVE-16654,ql/src/java/org/apache/hadoop/hive/ql/exec/Operator.java
HIVE-16654,ql/src/java/org/apache/hadoop/hive/ql/optimizer/CountDistinctRewriteProc.java
HIVE-16654,ql/src/java/org/apache/hadoop/hive/ql/optimizer/Optimizer.java
HIVE-16654,ql/src/java/org/apache/hadoop/hive/ql/plan/GroupByDesc.java
HIVE-16507,common/src/java/org/apache/hadoop/hive/common/jsonexplain/DagJsonParser.java
HIVE-15160,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveProjectSortTransposeRule.java
HIVE-15160,ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java
HIVE-15160,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-15160,ql/src/java/org/apache/hadoop/hive/ql/parse/TypeCheckProcFactory.java
HIVE-16450,metastore/src/java/org/apache/hadoop/hive/metastore/Deadline.java
HIVE-16450,metastore/src/java/org/apache/hadoop/hive/metastore/MetaStoreUtils.java
HIVE-16450,metastore/src/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-16450,metastore/src/java/org/apache/hadoop/hive/metastore/RetryingHMSHandler.java
HIVE-16385,ql/src/java/org/apache/hadoop/hive/ql/exec/StatsNoJobTask.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/MapredParquetOutputFormat.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/ParquetRecordReaderBase.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/timestamp/NanoTimeUtils.java
HIVE-12767,ql/src/test/org/apache/hadoop/hive/ql/io/parquet/timestamp/TestNanoTimeUtils.java
HIVE-15766,hcatalog/server-extensions/src/main/java/org/apache/hive/hcatalog/listener/DbNotificationListener.java
HIVE-15766,metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-12767,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java
HIVE-12767,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java
HIVE-12767,itests/hive-jmh/src/main/java/org/apache/hive/benchmark/storage/ColumnarStorageBench.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/MapredParquetOutputFormat.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/ParquetRecordReaderBase.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/convert/ETypeConverter.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/read/DataWritableReadSupport.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/read/ParquetRecordReaderWrapper.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/serde/ParquetTableUtils.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/timestamp/NanoTimeUtils.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/vector/VectorizedParquetRecordReader.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/vector/VectorizedPrimitiveColumnReader.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/write/DataWritableWriteSupport.java
HIVE-12767,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/write/DataWritableWriter.java
HIVE-12767,ql/src/test/org/apache/hadoop/hive/ql/io/parquet/TestDataWritableWriter.java
HIVE-12767,ql/src/test/org/apache/hadoop/hive/ql/io/parquet/TestVectorizedColumnReader.java
HIVE-12767,ql/src/test/org/apache/hadoop/hive/ql/io/parquet/VectorizedColumnReaderTestBase.java
HIVE-12767,ql/src/test/org/apache/hadoop/hive/ql/io/parquet/convert/TestETypeConverter.java
HIVE-12767,ql/src/test/org/apache/hadoop/hive/ql/io/parquet/serde/TestParquetTimestampUtils.java
HIVE-12767,ql/src/test/org/apache/hadoop/hive/ql/io/parquet/timestamp/TestNanoTimeUtils.java
HIVE-12767,ql/src/test/org/apache/hadoop/hive/ql/io/parquet/timestamp/TestParquetTimestampConverter.java
HIVE-15769,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/CalciteViewSemanticException.java
HIVE-15769,ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java
HIVE-15769,ql/src/java/org/apache/hadoop/hive/ql/parse/QB.java
HIVE-15769,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-15517,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPEqualNS.java
HIVE-15517,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPNotEqualNS.java
HIVE-15752,ql/src/java/org/apache/hadoop/hive/ql/parse/DDLSemanticAnalyzer.java
HIVE-15752,ql/src/java/org/apache/hadoop/hive/ql/security/authorization/plugin/sqlstd/Operation2Privilege.java
HIVE-15297,cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java
HIVE-15297,itests/util/src/main/java/org/apache/hadoop/hive/ql/QTestUtil.java
HIVE-13452,ql/src/java/org/apache/hadoop/hive/ql/optimizer/StatsOptimizer.java
HIVE-15329,metastore/src/java/org/apache/hadoop/hive/metastore/MetaStoreUtils.java
HIVE-15311,ql/src/java/org/apache/hadoop/hive/ql/parse/ColumnStatsSemanticAnalyzer.java
HIVE-15234,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/HiveRelFactories.java
HIVE-15234,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveJoin.java
HIVE-15234,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveMultiJoin.java
HIVE-15234,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/stats/HiveRelMdDistinctRowCount.java
HIVE-15234,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/stats/HiveRelMdSelectivity.java
HIVE-15234,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/stats/HiveRelMdSize.java
HIVE-15234,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/HiveOpConverter.java
HIVE-15234,ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java
HIVE-15247,metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStoreClient.java
HIVE-15096,hplsql/src/main/java/org/apache/hive/hplsql/Exec.java
HIVE-15054,ql/src/java/org/apache/hadoop/hive/ql/exec/spark/HivePairFlatMapFunction.java
HIVE-13423,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFSum.java
HIVE-14251,ql/src/java/org/apache/hadoop/hive/ql/exec/FunctionRegistry.java
HIVE-14251,ql/src/test/org/apache/hadoop/hive/ql/exec/TestFunctionRegistry.java
HIVE-14251,serde/src/java/org/apache/hadoop/hive/serde2/typeinfo/TypeInfoUtils.java
HIVE-13383,metastore/src/java/org/apache/hadoop/hive/metastore/RetryingMetaStoreClient.java
HIVE-13754,hcatalog/core/src/main/java/org/apache/hive/hcatalog/common/HCatConstants.java
HIVE-13754,hcatalog/core/src/main/java/org/apache/hive/hcatalog/common/HCatUtil.java
HIVE-13754,hcatalog/core/src/main/java/org/apache/hive/hcatalog/common/HiveClientCache.java
HIVE-13754,hcatalog/core/src/test/java/org/apache/hive/hcatalog/common/TestHiveClientCache.java
HIVE-13754,metastore/src/java/org/apache/hadoop/hive/metastore/IMetaStoreClient.java
HIVE-13754,metastore/src/java/org/apache/hadoop/hive/metastore/RetryingMetaStoreClient.java
HIVE-13754,metastore/src/java/org/apache/hadoop/hive/metastore/annotation/NoReconnect.java
HIVE-13756,hcatalog/core/src/main/java/org/apache/hive/hcatalog/mapreduce/FileOutputCommitterContainer.java
HIVE-13813,common/src/java/org/apache/hadoop/hive/common/metrics/common/MetricsConstant.java
HIVE-13813,ql/src/java/org/apache/hadoop/hive/ql/Driver.java
HIVE-14322,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java
HIVE-14367,ql/src/java/org/apache/hadoop/hive/ql/optimizer/stats/annotation/StatsRulesProcFactory.java
HIVE-14367,ql/src/java/org/apache/hadoop/hive/ql/stats/StatsUtils.java
HIVE-14367,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFAverage.java
HIVE-14367,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFMax.java
HIVE-14367,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFMin.java
HIVE-14296,service/src/java/org/apache/hive/service/cli/session/SessionManager.java
HIVE-14296,service/src/java/org/apache/hive/service/cli/thrift/ThriftCLIService.java
HIVE-14324,ql/src/java/org/apache/hadoop/hive/ql/io/sarg/ConvertAstToSearchArg.java
HIVE-14324,ql/src/test/org/apache/hadoop/hive/ql/io/sarg/TestConvertAstToSearchArg.java
HIVE-14229,ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java
HIVE-14229,ql/src/java/org/apache/hadoop/hive/ql/processors/ReloadProcessor.java
HIVE-14229,ql/src/java/org/apache/hadoop/hive/ql/session/SessionState.java
HIVE-14229,ql/src/test/org/apache/hadoop/hive/ql/session/TestSessionState.java
HIVE-14229,service/src/java/org/apache/hive/service/cli/session/HiveSessionImpl.java
HIVE-14236,ql/src/java/org/apache/hadoop/hive/ql/exec/FileSinkOperator.java
HIVE-14236,ql/src/java/org/apache/hadoop/hive/ql/exec/MoveTask.java
HIVE-14236,ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
HIVE-14236,ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezUtils.java
HIVE-14236,ql/src/java/org/apache/hadoop/hive/ql/plan/FileSinkDesc.java
HIVE-14236,ql/src/java/org/apache/hadoop/hive/ql/stats/StatsCollectionContext.java
HIVE-14236,ql/src/java/org/apache/hadoop/hive/ql/stats/fs/FSStatsPublisher.java
HIVE-13191,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-13191,ql/src/java/org/apache/hadoop/hive/ql/plan/ExprNodeDescUtils.java
HIVE-14241,hcatalog/streaming/src/test/org/apache/hive/hcatalog/streaming/TestStreaming.java
HIVE-14241,ql/src/java/org/apache/hadoop/hive/ql/Driver.java
HIVE-14241,ql/src/java/org/apache/hadoop/hive/ql/exec/FetchOperator.java
HIVE-14241,ql/src/java/org/apache/hadoop/hive/ql/exec/FetchTask.java
HIVE-14241,ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands2.java
HIVE-14210,ql/src/java/org/apache/hadoop/hive/ql/exec/mr/ExecDriver.java
HIVE-13704,shims/0.23/src/main/java/org/apache/hadoop/hive/shims/Hadoop23Shims.java
HIVE-14132,ql/src/java/org/apache/hadoop/hive/ql/processors/SetProcessor.java
HIVE-13725,hcatalog/streaming/src/java/org/apache/hive/hcatalog/streaming/HiveEndPoint.java
HIVE-13725,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnDbUtil.java
HIVE-13725,ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java
HIVE-13725,ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands.java
HIVE-13159,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
HIVE-13159,ql/src/test/org/apache/hadoop/hive/metastore/txn/TestTxnHandlerNoConnectionPool.java
HIVE-14038,common/src/java/org/apache/hadoop/hive/conf/HiveConfUtil.java
HIVE-14038,hcatalog/webhcat/svr/src/main/java/org/apache/hive/hcatalog/templeton/AppConfig.java
HIVE-14038,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
HIVE-14038,ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/HouseKeeperServiceBase.java
HIVE-14038,ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands.java
HIVE-14038,ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager2.java
HIVE-13809,ql/src/java/org/apache/hadoop/hive/ql/exec/MapJoinOperator.java
HIVE-13809,ql/src/java/org/apache/hadoop/hive/ql/exec/persistence/HybridHashTableContainer.java
HIVE-13809,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/HashTableLoader.java
HIVE-14015,ql/src/java/org/apache/hadoop/hive/ql/exec/SMBMapJoinOperator.java
HIVE-14006,ql/src/java/org/apache/hadoop/hive/ql/exec/UnionOperator.java
HIVE-13833,ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java
HIVE-13932,ql/src/java/org/apache/hadoop/hive/ql/exec/SMBMapJoinOperator.java
HIVE-13858,ql/src/java/org/apache/hadoop/hive/ql/exec/Operator.java
HIVE-13858,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/MapRecordProcessor.java
HIVE-13858,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/MergeFileRecordProcessor.java
HIVE-13858,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/RecordProcessor.java
HIVE-13858,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/ReduceRecordProcessor.java
HIVE-13858,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezProcessor.java
HIVE-13844,ql/src/java/org/apache/hadoop/hive/ql/index/HiveIndex.java
HIVE-13844,ql/src/test/org/apache/hadoop/hive/ql/index/TestIndexType.java
HIVE-13693,ql/src/java/org/apache/hadoop/hive/ql/ppd/OpProcFactory.java
HIVE-13837,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/ASTBuilder.java
HIVE-13561,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestJdbcWithMiniHS2.java
HIVE-13561,ql/src/java/org/apache/hadoop/hive/ql/exec/Registry.java
HIVE-12643,metastore/src/java/org/apache/hadoop/hive/metastore/MetaStoreUtils.java
HIVE-12643,ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java
HIVE-12643,ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
HIVE-12643,ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/Vectorizer.java
HIVE-12643,ql/src/java/org/apache/hadoop/hive/ql/plan/PartitionDesc.java
HIVE-13699,storage-api/src/java/org/apache/hadoop/hive/ql/util/JavaDataModel.java
HIVE-13699,storage-api/src/test/org/apache/hadoop/hive/ql/util/JavaDataModelTest.java
HIVE-13608,itests/util/src/main/java/org/apache/hadoop/hive/ql/QTestUtil.java
HIVE-13608,metastore/src/java/org/apache/hadoop/hive/metastore/RetryingMetaStoreClient.java
HIVE-13293,ql/src/java/org/apache/hadoop/hive/ql/exec/spark/SortByShuffler.java
HIVE-13293,ql/src/java/org/apache/hadoop/hive/ql/exec/spark/SparkPlanGenerator.java
HIVE-13602,ql/src/java/org/apache/hadoop/hive/ql/metadata/VirtualColumn.java
HIVE-13602,ql/src/java/org/apache/hadoop/hive/ql/optimizer/ConstantPropagateProcCtx.java
HIVE-13602,ql/src/java/org/apache/hadoop/hive/ql/optimizer/ConstantPropagateProcFactory.java
HIVE-13602,ql/src/java/org/apache/hadoop/hive/ql/optimizer/SortedDynPartitionOptimizer.java
HIVE-12996,ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java
HIVE-12996,ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager2.java
HIVE-13676,hcatalog/core/src/test/java/org/apache/hive/hcatalog/mapreduce/TestHCatMultiOutputFormat.java
HIVE-13676,hcatalog/webhcat/java-client/src/test/java/org/apache/hive/hcatalog/api/TestHCatClient.java
HIVE-13676,itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/TestMarkPartitionRemote.java
HIVE-13676,metastore/src/java/org/apache/hadoop/hive/metastore/MetaStoreUtils.java
HIVE-13676,metastore/src/test/org/apache/hadoop/hive/metastore/TestHiveMetaStoreGetMetaConf.java
HIVE-13676,metastore/src/test/org/apache/hadoop/hive/metastore/TestHiveMetaStorePartitionSpecs.java
HIVE-13676,ql/src/test/org/apache/hadoop/hive/ql/metadata/TestHiveRemote.java
HIVE-13618,metastore/src/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-13542,itests/util/src/main/java/org/apache/hadoop/hive/ql/QTestUtil.java
HIVE-13619,ql/src/java/org/apache/hadoop/hive/ql/exec/OperatorUtils.java
HIVE-13395,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java
HIVE-13395,itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/TestHiveMetaStoreTxns.java
HIVE-13395,metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-13395,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnDbUtil.java
HIVE-13395,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
HIVE-13395,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnStore.java
HIVE-13395,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnUtils.java
HIVE-13395,metastore/src/test/org/apache/hadoop/hive/metastore/txn/TestCompactionTxnHandler.java
HIVE-13395,metastore/src/test/org/apache/hadoop/hive/metastore/txn/TestTxnHandler.java
HIVE-13395,ql/src/java/org/apache/hadoop/hive/ql/ErrorMsg.java
HIVE-13395,ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbLockManager.java
HIVE-13395,ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java
HIVE-13395,ql/src/java/org/apache/hadoop/hive/ql/txn/AcidWriteSetService.java
HIVE-13395,ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/HouseKeeperServiceBase.java
HIVE-13395,ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Initiator.java
HIVE-13395,ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Worker.java
HIVE-13395,ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands2.java
HIVE-13395,ql/src/test/org/apache/hadoop/hive/ql/io/TestAcidUtils.java
HIVE-13395,ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager.java
HIVE-13395,ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager2.java
HIVE-13395,ql/src/test/org/apache/hadoop/hive/ql/txn/compactor/TestCleaner.java
HIVE-13390,itests/hive-unit/src/main/java/org/apache/hive/jdbc/miniHS2/MiniHS2.java
HIVE-13390,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestSSL.java
HIVE-13390,jdbc/src/java/org/apache/hive/jdbc/HiveConnection.java
HIVE-13390,service/src/java/org/apache/hive/service/auth/HiveAuthFactory.java
HIVE-13512,ql/src/java/org/apache/hadoop/hive/ql/plan/TezWork.java
HIVE-13512,ql/src/test/org/apache/hadoop/hive/ql/plan/TestTezWorkConcurrency.java
HIVE-13440,service/src/gen/thrift/gen-cpp/ThriftHive.cpp
HIVE-13440,service/src/gen/thrift/gen-cpp/ThriftHive.h
HIVE-13440,service/src/gen/thrift/gen-cpp/ThriftHive_server.skeleton.cpp
HIVE-13440,service/src/gen/thrift/gen-cpp/hive_service_constants.cpp
HIVE-13440,service/src/gen/thrift/gen-cpp/hive_service_constants.h
HIVE-13440,service/src/gen/thrift/gen-cpp/hive_service_types.cpp
HIVE-13440,service/src/gen/thrift/gen-cpp/hive_service_types.h
HIVE-13440,service/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/service/HiveClusterStatus.java
HIVE-13440,service/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/service/HiveServerException.java
HIVE-13440,service/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/service/JobTrackerState.java
HIVE-13440,service/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/service/ThriftHive.java
HIVE-13463,ql/src/java/org/apache/hadoop/hive/ql/parse/ImportSemanticAnalyzer.java
HIVE-13570,ql/src/java/org/apache/hadoop/hive/ql/optimizer/ColumnPrunerProcCtx.java
HIVE-13553,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-13240,ql/src/java/org/apache/hadoop/hive/ql/exec/GroupByOperator.java
HIVE-13240,ql/src/java/org/apache/hadoop/hive/ql/exec/ReduceSinkOperator.java
HIVE-13523,orc/src/java/org/apache/orc/DataReader.java
HIVE-13523,orc/src/java/org/apache/orc/DataReaderFactory.java
HIVE-13523,orc/src/java/org/apache/orc/MetadataReaderFactory.java
HIVE-13523,orc/src/java/org/apache/orc/impl/DataReaderProperties.java
HIVE-13523,orc/src/java/org/apache/orc/impl/DefaultMetadataReaderFactory.java
HIVE-13523,orc/src/java/org/apache/orc/impl/MetadataReader.java
HIVE-13523,orc/src/java/org/apache/orc/impl/MetadataReaderImpl.java
HIVE-13523,orc/src/java/org/apache/orc/impl/MetadataReaderProperties.java
HIVE-13523,orc/src/test/org/apache/orc/impl/TestDataReaderProperties.java
HIVE-13523,orc/src/test/org/apache/orc/impl/TestMetadataReaderProperties.java
HIVE-13523,ql/src/java/org/apache/hadoop/hive/ql/io/orc/DefaultDataReaderFactory.java
HIVE-13523,ql/src/java/org/apache/hadoop/hive/ql/io/orc/ReaderImpl.java
HIVE-13523,ql/src/java/org/apache/hadoop/hive/ql/io/orc/RecordReaderImpl.java
HIVE-13523,ql/src/java/org/apache/hadoop/hive/ql/io/orc/RecordReaderUtils.java
HIVE-13523,ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestRecordReaderImpl.java
HIVE-13410,common/src/java/org/apache/hadoop/hive/ql/log/PerfLogger.java
